NAME,ORGAN_NAME,ADDRESS,ADDRESS2,CITY,STATE,COUNTY,ZIPCODE,PHONE,XCOORD,YCOORD,IS_CHAIN
WAL-MART SUPERCENTER - 5088,WAL-MART PHARMACY,450 STEWART LANE, ,TRIADELPHIA,WV,OHIO,26059,304-547-1950,-80.605259000000004,40.058318100000001,1
KROGER,THE KROGER CO,200 MOUNT DE CHANTAL ROAD, ,WHEELING,WV,OHIO,26003,304-233-5485,-80.699608999999995,40.073782000000001,1
RITE AID - 1277,RITE AID OF WEST VIRGINIA INC,173 MAIN STREET, ,CLAY,WV,CLAY,25043,304-587-2224,-81.084095000000005,38.459628100000003,0
WAL-MART SUPERCENTER - 1360,WAL-MART STORES EAST LP,100 FAYETTE TOWN SQUARE, ,FAYETTEVILLE,WV,FAYETTE,25840,304-574-1279,-81.119684000000007,38.034315499999998,1
RITE AID - 1687,RITE AID OF WEST VIRGINIA INC,306 NORTH MAIN STREET, ,WEBSTER SPRINGS,WV,WEBSTER,26288,304-847-2900,-80.412639999999996,38.479883899999997,0
CVS - 7649,REVCO DISCOUNT DRUG CENTERS INC,74 WEST MAIN STREET, ,BUCKHANNON,WV,UPSHUR,26201,304-473-0151,-80.233266000000000,38.992825600000003,0
CENTERVILLE CLINICS,CENTERVILLE CLINICS INC. PHARMACY,1070 OLD NATIONAL PIKE, ,FREDERICKTOWN,PA,WASHINGTON,15333,724-632-6801,-79.983575000000002,40.047451000000002,0
CVS - 6311,HOOK SUPERX LLC,ROUTE 60 EAST,JOHNSON SQUARE SHOPPING CENTER,GAULEY BRIDGE,WV,FAYETTE,25085,304-632-2218,-81.189651999999995,38.159525299999999,0
WETZEL COUNTY HOMECARE,WETZEL COUNTY HOSPITAL,299 NORTH STATE ROUTE 2, ,NEW MARTINSVILLE,WV,WETZEL,26155,304-455-5515,-80.856888999999995,39.676935999999998,0
PHILLIPS HEALTH MART PHARMACY,JAMES B PHILLIPS,615 NORTH WELLS STREET, ,SISTERSVILLE,WV,TYLER,26175,304-652-3080,-80.995142000000001,39.564252099999997,0
WETZEL COUNTY HOSPITAL,WETZEL COUNTY HOSPITAL ASSOCIATION,3 EAST BENJAMIN DRIVE, ,NEW MARTINSVILLE,WV,WETZEL,26155,304-455-8107,-80.850075000000004,39.681106800000002,0
BECKLEY PHARMACY,BECKLEY PHARMACY INC.,269A STANAFORD ROAD, ,BECKLEY,WV,RALEIGH,25801,304-252-1200,-81.170455000000004,37.798430500000002,0
WEST VIRGINIA ARMY NATIONAL GUARD - CAMP DAWSON TROOP MEDICAL CLINIC,CAMP DAWSON,240 ARMY ROAD,BUILDING 215B,KINGWOOD,WV,PRESTON,26537,304-791-4314,-79.664886999999993,39.452736600000001,0
RITE AID - 1382,RITE AID OF WEST VIRGINIA INC,1380 NORTH PLEASANTS HIGHWAY, ,SAINT MARYS,WV,PLEASANTS,26170,304-684-2297,-81.189200000000000,39.413578899999997,0
WEST VIRGINIA HEALTH RIGHT,WV HEALTH RIGHT,1520 WASHINGTON STREET, ,CHARLESTON,WV,KANAWHA,25311,304-414-5933,-81.621530000000007,38.343079600000003,0
TRIVILLIANS PHARMACY,TRIVILLIANS PHARMACY,215 35TH STREET, ,CHARLESTON,WV,KANAWHA,25304,304-343-8621,-81.598805999999996,38.329596199999997,0
RITE AID - 2571,RITE AID OF WEST VIRGINIA INC,4402 PENNSYLVANIA AVENUE, ,BIG CHIMNEY,WV,KANAWHA,25302,304-965-7301,-81.540965999999997,38.406880200000003,0
RITE AID - 944,RITE AID OF WEST VIRGINIA INC,1015 BRIDGE ROAD, ,CHARLESTON,WV,KANAWHA,25314,304-344-2030,-81.643721999999997,38.340664900000000,0
RITE AID - 948,RITE AID OF WEST VIRGINIA INC,1719 WEST WASHINGTON STREET, ,CHARLESTON,WV,KANAWHA,25312,304-344-2565,-81.664302000000006,38.373535199999999,0
RITE AID - 452,RITE AID OF WEST VIRGINIA INC,8 ELK PLAZA, ,ELKVIEW,WV,KANAWHA,25071,304-965-1111,-81.486248000000003,38.439709999999998,0
CVS - 7604,REVCO DISCOUNT DRUG CENTERS INC,1900 SAINT MARYS AVENUE, ,PARKERSBURG,WV,WOOD,26101,304-422-2884,-81.543284000000000,39.275321499999997,0
CVS - 6274,HOOK SUPERX LLC,1605 7TH STREET, ,PARKERSBURG,WV,WOOD,26101,304-485-5428,-81.533130999999997,39.267322299999996,0
KROGER,KROGER LIMITED PARTNERSHIP I,2007 7TH STREET, ,PARKERSBURG,WV,WOOD,26101,304-428-4705,-81.521383000000000,39.269789000000003,1
KMART,K MART CORP,800 GRAND CENTRAL AVENUE, ,VIENNA,WV,WOOD,26105,304-295-4506,-81.549158000000006,39.305997599999998,0
CABIN CREEK HEALTH CENTER PHARMACY,WV RURAL HEALTH CARE PARTNERSHIP,5722 CABIN CREEK ROAD, ,DAWES,WV,KANAWHA,25054,304-595-5065,-81.453220000000002,38.141190500000000,0
WAL-MART CLINIC PHARMACY - 2219,WAL-MART STORES EAST LP,2500 CHEROKEE AVENUE SOUTHEAST,ROBERT C BYRD CENTER,CHARLESTON,WV,KANAWHA,25304,304-342-0166,-81.614292000000006,38.332158700000001,1
LOOP COMPOUNDING PHARMACY,LOOP PLAZA PHARMACY CO INC,4918 MACCORKLE AVENUE SOUTHWEST, ,CHARLESTON,WV,KANAWHA,25304,304-720-7866,-81.578464999999994,38.320042000000001,0
MEDICAL CENTER PHARMACY,CHARLESTON MEDICAL CENTER PHARMACY,3100 MACCORKLE AVENUE SOUTHEAST,SUITE 100,CHARLESTON,WV,KANAWHA,25304,304-344-8021,-81.603964000000005,38.329464600000001,0
KROGER,KROGER LIMITED PARTNERSHIP I,1734 HARPER ROAD, ,BECKLEY,WV,RALEIGH,25801,304-254-0523,-81.202534000000000,37.789087100000003,1
KROGER,KROGER LIMITED PARTNERSHIP I,133 BECKLEY CROSSING, ,BECKLEY,WV,RALEIGH,25801,304-252-3480,-81.181653999999995,37.801248399999999,1
KMART,K MART CORP,301 BECKLEY PLAZA, ,BECKLEY,WV,RALEIGH,25801,304-252-8522,-81.184261000000006,37.813175600000001,0
BECKLEY APPALACHIAN REGIONAL HEALTHCARE PHARMACY,APPALACHIAN REGIONAL HEALTHCARE INC.,250 STANAFORD ROAD, ,BECKLEY,WV,RALEIGH,25801,304-255-3598,-81.170058999999995,37.797446100000002,0
ACCESS HEALTH PHARMACY,"COMMUNITY HEALTH SYTEMS, INC",7127 HARPER ROAD, ,GLEN DANIEL,WV,RALEIGH,25844,304-934-4001,-81.340779999999995,37.778136099999998,0
RITE AID - 3252,RITE AID OF WEST VIRGINIA INC,2198 RITTER DRIVE, ,DANIELS,WV,RALEIGH,25832,304-763-5131,-81.104072000000002,37.727556900000003,0
RITE AID - 2789,RITE AID OF WEST VIRGINIA INC,7031 HARPER ROAD, ,GLEN DANIEL,WV,RALEIGH,25844,304-934-5200,-81.337812000000000,37.778775400000001,0
SMITHFIELD PHARMACY,JAMES E LYNN,102 MAIN STREET, ,SMITHFIELD,PA,FAYETTE,15478,724-569-5280,-79.811059000000000,39.801725900000001,0
RITE AID - 1963,RITE AID OF PENNSYLVANIA INC,262 CONNELLSVILLE STREET, ,UNIONTOWN,PA,FAYETTE,15401,724-438-9799,-79.706890999999999,39.900530799999999,0
GIANT EAGLE,GIANT EAGLE INC,581 PITTSBURGH ROAD, ,UNIONTOWN,PA,FAYETTE,15401,724-438-2570,-79.728866999999994,39.923327100000002,1
MEDICINE STOP PHARMACY,PHARMACON INC,609 NATIONAL PIKE EAST, ,BROWNSVILLE,PA,FAYETTE,15417,724-785-7900,-79.869765000000001,40.012583499999998,0
GABLERS DRUG,GABLERS ENTERPRISES INC,250 SOUTH MOUNT VERNON AVENUE, ,UNIONTOWN,PA,FAYETTE,15401,724-437-9700,-79.738958999999994,39.895890100000003,0
RITE AID - 1802,RITE AID OF WEST VIRGINIA INC,300 WEST MAIN STREET, ,BRIDGEPORT,WV,HARRISON,26330,304-842-3131,-80.256674000000004,39.283440400000003,0
WAL-MART SUPERCENTER - 2696,WAL-MART STORES EAST LP,11 HARNESS ROAD, ,MOOREFIELD,WV,HARDY,26836,304-538-3481,-78.958827999999997,39.084745699999999,1
KROGER,KROGER LIMITED PARTNERSHIP I,788 WEST PIKE STREET, ,CLARKSBURG,WV,HARRISON,26301,304-623-2598,-80.349447999999995,39.282721799999997,1
HIXENBAUGH'S DRUG STORE,RLH INC.,304 MORGANTOWN STREET, ,UNIONTOWN,PA,FAYETTE,15401,724-437-2828,-79.732517000000001,39.893853100000001,0
KROGER,KROGER LIMITED PARTNERSHIP I,350 PATTESON DRIVE, ,MORGANTOWN,WV,MONONGALIA,26505,304-599-8316,-79.968228999999994,39.650415799999998,1
WAL-MART SUPERCENTER - 5379,WAL-MART STORES EAST LP,1450 MORRELL AVENUE, ,CONNELLSVILLE,PA,FAYETTE,15425,724-626-4482,-79.607682999999994,40.004261100000001,1
RITE AID - 914,RITE AID OF WEST VIRGINIA INC,690 BEVERLY PIKE, ,ELKINS,WV,RANDOLPH,26241,304-636-7349,-79.846502999999998,38.896719400000002,0
CVS - 4021,REVCO DISCOUNT DRUG CENTERS INC,401 MARION SQUARE, ,FAIRMONT,WV,MARION,26554,304-367-1300,-80.176072000000005,39.474869599999998,0
NICKMAN'S DRUG,WESCLARE CORPORATION,107 MEMORIAL BOULEVARD, ,CONNELLSVILLE,PA,FAYETTE,15425,724-628-8125,-79.594939999999994,40.022171800000002,0
RITE AID - 173,RITE AID OF WEST VIRGINIA INC,902 NORTH LEWIS STREET, ,GLENVILLE,WV,GILMER,26351,304-462-4438,-80.818988000000004,38.941544399999998,0
RITE AID - 2799,RITE AID OF WEST VIRGINIA INC,627 FAIRMONT AVENUE, ,FAIRMONT,WV,MARION,26554,304-366-4526,-80.151072999999997,39.477236699999999,0
WALGREENS - 9804,WALGREEN CO,180 WEST MAIN STREET, ,UNIONTOWN,PA,FAYETTE,15401,724-434-2704,-79.731644000000003,39.901560300000000,1
WHITE HALL PHARMACY,WHITE HALL PHARMACY LLC,1325 LOCUST AVENUE, ,FAIRMONT,WV,MARION,26554,304-368-9355,-80.165361000000004,39.482411800000001,0
CVS - 5957,REVCO DISCOUNT DRUG CENTERS INC,219 THE CROSSING MALL, ,ELKVIEW,WV,KANAWHA,25071,304-965-0460,-81.499391000000003,38.459043200000004,0
PRESCRIPTION SHOP,PRESCRIPTION SHOP LLC,1212 JOHNSON AVENUE, ,BRIDGEPORT,WV,HARRISON,26330,304-842-3763,-80.275507000000005,39.299673900000002,0
DUTTON PHARMACY,DUTTON PHARMACY,3201 GRAND CENTRAL AVENUE, ,VIENNA,WV,WOOD,26105,304-295-9594,-81.548693999999998,39.327251900000000,0
CVS - 5749,WHITE CROSS STORES INC NO 14,1845 MCCLELLANDTOWN ROAD, ,MASONTOWN,PA,FAYETTE,15461,724-583-2080,-79.892150999999998,39.866292199999997,0
CVS - 5947,REVCO DISCOUNT DRUG CENTERS INC,250 COURT AVENUE, ,WESTON,WV,LEWIS,26452,304-269-5189,-80.463891000000004,39.037711399999999,0
RIVESVILLE COMMUNITY PHARMACY,"RIVESVILLE COMMUNITY PHARMACY, INC.",426 MAIN STREET, ,RIVESVILLE,WV,MARION,26588,304-278-7884,-80.123345999999998,39.529288600000001,0
WILLIAMSTOWN PHARMACY,WILLIAMSTOWN PHARMACY INC,426 HIGHLAND AVENUE, ,WILLIAMSTOWN,WV,WOOD,26187,304-375-6547,-81.448604000000003,39.402005600000003,0
MONONGAHELA VALLEY ASSOCIATION FAIRMONT CLINIC PHARMACY,MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS INC.,1322 LOCUST AVENUE, ,FAIRMONT,WV,MARION,26554,304-366-0700,-80.164192000000000,39.480434099999997,0
ACCESS HEALTH PHARMACY MABSCOTT,COMMUNITY HEALTH SYSTEMS INC,200 RALEIGH AVENUE, ,BECKLEY,WV,RALEIGH,25801,304-461-1200,-81.197996000000003,37.770799400000001,0
GIANT EAGLE,GIANT EAGLE INC,4500 UNIVERSITY TOWN CENTRE DRIVE, ,MORGANTOWN,WV,MONONGALIA,26501,304-599-2369,-80.004745999999997,39.649774800000003,1
GREGG'S PHARMACY,"GREGG'S PHARMACY WV, INC.",101 GREGG MEMORIAL DRIVE, ,TERRA ALTA,WV,PRESTON,26764,304-789-2200,-79.539783999999997,39.443360800000001,0
MACDONALD'S PHARMACY,DBT INC,105 SOUTH 3RD STREET, ,MC CONNELLSBURG,PA,FULTON,17233,717-485-3622,-77.997707000000005,39.931798899999997,0
RHONDA'S PHARMACY,RHONDAS PHARMACY INC,3159 ROBERT C BYRD DRIVE, ,BECKLEY,WV,RALEIGH,25801,304-255-6337,-81.190689000000006,37.782790700000000,0
YOUGH VALLEY PHARMACY,JONICO INC,511 WILLIAMS STREET,SUITE 2,CONFLUENCE,PA,SOMERSET,15424,814-395-5300,-79.355850000000004,39.812063500000001,0
CVS - 6318,HOOK SUPERX LLC,105 SOUTH STATE STREET, ,ATHENS,WV,MERCER,24712,304-384-7851,-81.015584000000004,37.422725000000000,0
MANCHIN FAMILY PHARMACY,JOHN MANCHIN III,181 MIDDLETOWN CIRCLE, ,FAIRMONT,WV,MARION,26554,304-367-9122,-80.183605999999997,39.427645599999998,0
RITE AID - 1503,RITE AID OF WEST VIRGINIA INC,205 MARSHALL STREET, ,BENWOOD,WV,MARSHALL,26031,304-232-6103,-80.728800000000007,40.028933899999998,0
PLEASANT VALLEY PHARMACY,PLEASANT VALLEY PHARMACY LLC,49 VIP WAY, ,FAIRMONT,WV,MARION,26554,304-366-3145,-80.160757000000004,39.445791499999999,0
RITE AID - 2728,RITE AID OF WEST VIRGINIA INC,4248 COAL HERITAGE ROAD, ,BLUEFIELD,WV,MERCER,24701,304-589-6868,-81.262074999999996,37.314915399999997,0
LOUIS A JOHNSON VETERANS AFFAIRS MEDICAL CENTER,CLARKSBURG VAMC,1 MED CENTER DRIVE, ,CLARKSBURG,WV,HARRISON,26301,304-623-3461,-80.362065999999999,39.270165499999997,0
VALLEY PHARMACY,KATHY COLLINS MCNEILL,ROUTE 7,REEDSVILLE MEDICAL ARTS,REEDSVILLE,WV,PRESTON,26547,304-864-6935,-79.792534000000003,39.508419799999999,0
CHEAT LAKE PHARMACY,SUNCREST PHARMACY,509 ASHEBROOKE SQUARE, ,MORGANTOWN,WV,MONONGALIA,26508,304-594-0132,-79.855233999999996,39.672915699999997,0
RITE AID - 972,RITE AID OF WEST VIRGINIA INC,MAIN STREET AND FLORENCE ALLEY, ,GRANTSVILLE,WV,CALHOUN,26147,304-354-9232,-81.094060999999996,38.924443799999999,0
KROGER,KROGER LIMITED PARTNERSHIP I,500 SUNCREST TOWN CENTRE DRIVE, ,MORGANTOWN,WV,MONONGALIA,26505,304-285-6781,-79.941282000000001,39.650675700000001,1
KMART,K MART CORP,3977 EAST CUMBERLAND ROAD, ,BLUEFIELD,WV,MERCER,24701,304-325-6750,-81.188209999999998,37.263345999999999,0
WALGREENS - 11238,WALGREEN CO.,615 RANDOLPH AVENUE, ,ELKINS,WV,RANDOLPH,26241,304-636-8180,-79.850111999999996,38.928857700000002,1
ALDERMANS PHARMACY,ALDERMANS PHARMACY,STATE HIGHWAY 92, ,WHITE SULPHUR SPRINGS,WV,GREENBRIER,24986,304-536-2454,-80.286904000000007,37.805855299999997,0
RAINELLE PHARMACY,RAINELLE PHARMACY INC,611 MAIN STREET, ,RAINELLE,WV,GREENBRIER,25962,304-438-4005,-80.763042999999996,37.971416900000001,0
TARGET,TARGET CORPORATION AND SUBSIDIARIES,300 CABELA DRIVE, ,TRIADELPHIA,WV,OHIO,26059,304-547-2981,-80.598758000000004,40.056450400000003,1
OMNICARE,COMPASS HEALTH SERVICES LLC,1401 EARL L CORE ROAD, ,MORGANTOWN,WV,MONONGALIA,26505,304-292-3080,-79.931047000000007,39.627954099999997,0
WESTERN GREENBRIER PHARMACY,WESTERN GREENBRIER PHARMACY,404 NICHOLAS STREET, ,RUPERT,WV,GREENBRIER,25984,304-392-6348,-80.693353999999999,37.964149499999998,0
CVS - 6278,HOOK SUPERX LLC,842 NATIONAL ROAD, ,WHEELING,WV,OHIO,26003,304-232-3410,-80.695396000000002,40.075940199999998,0
TARGET,TARGET CORPORATION AND SUBSIDIARIES,5001 UNIVERSITY TOWN CENTRE DRIVE, ,MORGANTOWN,WV,MONONGALIA,26501,304-599-5581,-80.000397000000007,39.649488499999997,1
RITE AID - 1982,RITE AID OF WEST VIRGINIA INC,98 NORTH PIKE STREET, ,GRAFTON,WV,TAYLOR,26354,304-265-0758,-80.004058999999998,39.347247199999998,0
WAL-MART SUPERCENTER - 1544,WAL-MART STORES EAST LP,550 EMILY DRIVE, ,CLARKSBURG,WV,HARRISON,26301,304-622-2784,-80.285625999999993,39.263368800000002,1
KROGER,KROGER LIMITED PARTNERSHIP I,STATE ROUTE 107,BELLEPOINT PLAZA,HINTON,WV,SUMMERS,25951,304-466-6612,-80.891058999999998,37.659974099999999,1
RITE AID - 733,RITE AID OF WEST VIRGINIA INC,111 KRUGER STREET, ,WHEELING,WV,OHIO,26003,304-242-0273,-80.657235999999997,40.042701100000002,0
BLANDS DRUG STORE,BLANDS DRUG STORE,217 WEST PIKE STREET, ,CLARKSBURG,WV,HARRISON,26301,304-624-5491,-80.338294000000005,39.280068800000002,0
RITE AID - 286,RITE AID OF WEST VIRGINIA INC,513 STOKES DRIVE, ,HINTON,WV,SUMMERS,25951,304-466-5069,-80.888316000000003,37.657369600000003,0
RITE AID - 915,RITE AID OF WEST VIRGINIA INC,505 ROSEBUD PLAZA, ,CLARKSBURG,WV,HARRISON,26301,304-622-6330,-80.373835000000000,39.264313100000003,0
CAMDEN ON GAULEY MEDICAL CENTER,CAMDEN ON GAULEY MEDICAL CENTER INC,10003 WEBSTER ROAD, ,CAMDEN ON GAULEY,WV,WEBSTER,26208,304-226-5725,-80.610922000000002,38.365205199999998,0
CVS - 4132,REVCO DISCOUNT DRUG CENTERS INC,617 BELLVIEW BOULEVARD,FAIR HILLS PLAZA,FAIRMONT,WV,MARION,26554,304-363-8111,-80.139985999999993,39.498908299999997,0
WAL-MART SUPERCENTER - 1522,WAL-MART STORES EAST LP,721 BEVERLY PIKE, ,ELKINS,WV,RANDOLPH,26241,304-636-3728,-79.843813999999995,38.892538100000003,1
MOUNTAIN LAKE PHARMACY,MOUNTAIN LAKE PHARMACY INC,1129 BROAD STREET,SUITE 100,SUMMERSVILLE,WV,NICHOLAS,26651,304-872-9000,-80.842571000000007,38.269820199999998,0
CRAIGSVILLE HOMETOWN PHARMACY,MEADOW RIVER HEALTH CARE ASSOCIATES INC,18077 WEBSTER ROAD, ,CRAIGSVILLE,WV,NICHOLAS,26205,304-742-6040,-80.652685000000005,38.330880200000003,0
RITE AID - 917,RITE AID OF WEST VIRGINIA INC,208 SOUTH PIKE STREET, ,SHINNSTON,WV,HARRISON,26431,304-592-8003,-80.305860999999993,39.393590799999998,0
CVS - 3017,REVCO DISCOUNT DRUG CENTERS INC,1126 MARKET STREET, ,WHEELING,WV,OHIO,26003,304-233-4425,-80.722291999999996,40.068009600000003,0
SALEM COLONIAL PHARMACY,ASSOCIATED PHARMACISTS INC,120 EAST MAIN STREET, ,SALEM,WV,HARRISON,26426,304-782-2171,-80.558434000000005,39.282504400000001,0
GAULEY RIVER PHARMACY,GAULEY RIVER PHARMACY INC,433 CRAIGSVILLE ROAD,SUITE 2,CRAIGSVILLE,WV,NICHOLAS,26205,304-742-5001,-80.652371000000002,38.324332800000001,0
WALGREENS - 12277,WALGREEN CO.,38 VICTORY AVENUE, ,GRAFTON,WV,TAYLOR,26354,304-265-0926,-80.002886000000004,39.346899499999999,1
SUMMERSVILLE REGIONAL MEDICAL CENTER PHARMACY,SMH PHARMACY,400 FAIRVIEW HEIGHTS ROAD, ,SUMMERSVILLE,WV,NICHOLAS,26651,304-872-8437,-80.829227000000003,38.292516700000000,0
BLUEWELLS FAMILY PHARMACY,"BLUEWELLS FAMILY PHARMACY, INC.",3675 COAL HERITAGE ROAD, ,BLUEWELL,WV,MERCER,24701,304-589-7788,-81.258638000000005,37.307445199999997,0
AMERICAN PHARMACY,S N S FOODS INC,9789 MALL LOOP, ,FAIRMONT,WV,MARION,26554,304-368-9123,-80.186507000000006,39.426496000000000,0
RITE AID - 121,RITE AID OF WEST VIRGINIA INC,200 KANAWHA AVENUE, ,RAINELLE,WV,GREENBRIER,25962,304-438-9204,-80.769107000000005,37.968354200000000,0
RITE AID - 3341,RITE AID OF WEST VIRGINIA INC,1490 EAST MAIN STREET, ,HARRISVILLE,WV,RITCHIE,26362,304-643-2902,-81.041377999999995,39.212875099999998,0
RITE AID - 2265,RITE AID OF WEST VIRGINIA INC,134 MAIN STREET, ,PARSONS,WV,TUCKER,26287,304-478-4864,-79.680614000000006,39.094487299999997,0
RITE AID - 2444,RITE AID OF WEST VIRGINIA INC,3 ALVON ROAD,BATTLEGROUND CROSSING SHOPPING CENTER,WHITE SULPHUR SPRINGS,WV,GREENBRIER,24986,304-536-2350,-80.284182000000001,37.803661900000002,0
RITE AID - 1373,RITE AID OF WEST VIRGINIA INC,401 MORAN AVENUE, ,MULLENS,WV,WYOMING,25882,304-294-0343,-81.379399000000006,37.585437400000004,0
RITE AID - 2742,RITE AID OF WEST VIRGINIA INC,168 MAIN STREET, ,SUTTON,WV,BRAXTON,26601,304-765-2562,-80.711967999999999,38.664934600000002,0
THOMPSON'S PHARMACY INCORPORATED,"THOMPSON'S PHARMACY, INC.",4 EAST MAIN STREET, ,BUCKHANNON,WV,UPSHUR,26201,304-472-1120,-80.230517000000006,38.994122800000000,0
RITE AID - 1408,RITE AID OF WEST VIRGINIA INC,109 EAST MAIN STREET, ,MANNINGTON,WV,MARION,26582,304-986-2280,-80.341791000000001,39.531673900000001,0
THE DRUG STORE,THE DRUG STORE,1021 MAIN STREET, ,FARMINGTON,WV,MARION,26571,304-825-1275,-80.249481000000003,39.513594500000004,0
MAIN PHARMACY,MAIN PHARMACY,4 EAST DEPOT WAY, ,REEDSVILLE,WV,PRESTON,26547,304-864-5711,-79.797537000000005,39.552160299999997,0
NEW RIVER HEALTH CENTER PHARMACY,NEW RIVER HEALTH ASSOCIATION INC,908 SCARBRO ROAD, ,SCARBRO,WV,FAYETTE,25917,304-469-3424,-81.160449000000000,37.940568100000000,0
CVS - 5955,REVCO DISCOUNT DRUG CENTERS INC,ROUTE 250 SOUTH,RAINBOW PLAZA,MANNINGTON,WV,MARION,26582,304-986-2830,-80.321937000000005,39.518003700000001,0
ACCESS HEALTH PHARMACY,"COMMUNITY HEALTH SYSTEMS, INC.",ONE PHYSICIANS DRIVE, ,LOCHGELLY,WV,FAYETTE,25866,304-469-3334,-81.145268000000002,38.010536799999997,0
KMART,K MART CORP,9000 FAYETTEVILLE ROAD, ,OAK HILL,WV,FAYETTE,25901,304-469-6091,-81.126846999999998,38.013489300000003,0
CARDINAL PHARMACY,CARDINAL PHARMACY,STATE ROUTE 14 NORTH, ,ELIZABETH,WV,WIRT,26143,304-275-4687,-81.402688999999995,39.066161200000003,0
TARGET,TARGET CORPORATION AND SUBSIDIARIES,2800 MEADOWBROOK MALL, ,BRIDGEPORT,WV,HARRISON,26330,304-842-7779,-80.274175999999997,39.311304200000002,1
WALGREENS - 11981,WALGREEN CO.,5870 WEBSTER ROAD, ,SUMMERSVILLE,WV,NICHOLAS,26651,304-872-4394,-80.835211000000001,38.310545699999999,1
WITSCHEY'S MARKET,WITSCHEY'S MARKETS INC.,155 NORTH STREET, ,NEW MARTINSVILLE,WV,WETZEL,26155,304-455-2171,-80.864558000000002,39.642453900000000,0
KMART,K MART CORP,102 EMILY DRIVE, ,CLARKSBURG,WV,HARRISON,26301,304-623-4488,-80.279621000000006,39.279069800000002,0
HIGHLANDER PHARMACY,HIGHLANDER PHARMACY INC.,324 MILLER MOUNTAIN DRIVE,SUITE B,WEBSTER SPRINGS,WV,WEBSTER,26288,304-847-5151,-80.410386000000003,38.482324800000001,0
MEDICAP PHARMACY,OWMA PLLC,85 TAVERN ROAD, ,MARTINSBURG,WV,BERKELEY,25401,304-260-9040,-77.969148000000004,39.473576700000002,0
PRUNTYS PHARMACY INC,PRUNTYS PHARMACY INC,717 WELLS ST, ,SISTERSVILLE,WV,TYLER,26175,304-652-3711,-80.995992000000001,39.563760500000001,0
NICHOLAS PHARMACY,NICHOLAS PHARMACY INC,421 MAIN STREET, ,SUMMERSVILLE,WV,NICHOLAS,26651,304-872-2777,-80.854651000000004,38.281492900000003,0
RITE AID - 1305,RITE AID OF WEST VIRGINIA INC,218 EAST 3RD STREET, ,WESTON,WV,LEWIS,26452,304-269-7963,-80.464681999999996,39.038509400000002,0
PRUNTYS PHARMACY INC,PRUNTYS PHARMACY INC,220 MAIN ST, ,MIDDLEBOURNE,WV,TYLER,26149,304-758-4300,-80.903273999999996,39.493635200000000,0
BEST CARE PHARMACY INC,BEST CARE PHARMACY INC,4 GARTON PLZ, ,WESTON,WV,LEWIS,26452,304-269-3737,-80.471051000000003,39.054060100000001,0
GIANT EAGLE,GIANT EAGLE INC,130 GREENBAG ROAD,MOUNTAINEER MALL,MORGANTOWN,WV,MONONGALIA,26501,304-292-0385,-79.962152000000003,39.607842599999998,1
CVS - 3186,REVCO DISCOUNT DRUG CENTERS INC,STATE ROUTE 98 AND UNITED STATES ROUTE 19, ,CLARKSBURG,WV,HARRISON,26301,304-624-0161,-80.372600000000006,39.268051800000002,0
WHITE HALL PHARMACY,WHITEHALL PHARMACY LLC,162 MIDDLETOWN ROAD,SUITE 1,WHITE HALL,WV,MARION,26554,304-368-9355,-80.194864999999993,39.426386800000003,0
MICHELS PHARMACY INC,MICHELS PHARMACY INC.,103 E MAIN ST, ,WEST UNION,WV,DODDRIDGE,26456,304-873-1010,-80.774427000000003,39.295003000000001,0
RITE AID - 2255,RITE AID OF WEST VIRGINIA INC,520 NORTH STATE ROUTE 2, ,NEW MARTINSVILLE,WV,WETZEL,26155,304-455-1790,-80.858290999999994,39.680242000000000,0
HICKMANS EAST PHARMACY,HICKMANS PRESCRIPTION DRUGGIST INC,306 ROGERS STREET, ,PRINCETON,WV,MERCER,24740,304-425-1077,-81.083102999999994,37.363867499999998,0
POCAHONTAS PHARMACY,BAT JAC OF SOUTH CAROLINA,105 DUNCAN ROAD,SUITE C,MARLINTON,WV,POCAHONTAS,24954,304-799-4944,-80.108649000000000,38.202545200000003,0
GREENBRIER MEDICAL ARTS PHARMACY EXPRESS,GREENBRIER MEDICAL ARTS PHARMACY INC,200 MAPLEWOOD AVENUE, ,RONCEVERTE,WV,GREENBRIER,24970,304-647-5121,-80.469744000000006,37.772482599999996,0
TRI COUNTY PHARMACY,TRI COUNTY HEALTH CLINIC INC,COUNTY ROAD 4/18, ,ROCK CAVE,WV,UPSHUR,26234,304-924-6784,-80.341941000000006,38.839111400000000,0
RED DOT PHARMACY,RED DOT PHARMACY INC,131 MARKET STREET, ,MANNINGTON,WV,MARION,26582,304-986-3486,-80.343609000000001,39.531501100000000,0
"J&B DRUG STORE, INC","J&B DRUG STORE, INC.",352 MAIN STREET, ,GRANTSVILLE,WV,CALHOUN,26147,304-354-7737,-81.093716000000001,38.925303599999999,0
CVS - 3971,WHITE CROSS STORES INC NO 14,UNITED STATES HIGHWAY 40 EAST, ,RICHEYVILLE,PA,WASHINGTON,15358,724-632-6555,-80.000271999999995,40.051439000000002,0
KROGER,KROGER LIMITED PARTNERSHIP I,7 MARKET PLACE MALL, ,WESTON,WV,LEWIS,26452,304-269-3824,-80.420903999999993,39.017719100000001,1
